,收盘价,开盘价,最高价,最低价,持仓量,持仓量变动,成交量,家人多头席位数,家人空头席位数,家人多头持仓量,家人空头持仓量,机构多头席位数,机构空头席位数,机构多头持仓量,机构空头持仓量,ma5,ma10,ma20,diff5_10,diff5_20,DKX,MADKX,成交量MA10,成交量放大信号,IV上涨信号,家人净多头席位,家人净多头持仓量,机构净多头席位,机构净多头持仓量,持仓量变幅,CB_index,IV,IV_pct,趋势排名分位数
20250211,3883.2,3902.0,3904.4,3868.4,157204.0,-1853.0,54628.0,1.0,0.0,169.0,0.0,2.0,-1.0,16041.0,-3153.0,3862.08,3837.02,3810.15,25.06000000000085,51.93000000000029,3829.798888888889,3810.173063492063,76111.1,,,1.0,169.0,1.0,12888.0,-0.011787231877051475,0.4890754142873342,0.1568,0.0379436964504283,0.629
20250212,3918.4,3879.0,3927.6,3866.0,160158.0,2954.0,74891.0,1.0,0.0,0.0,-293.0,2.0,-1.0,16980.0,-3270.0,3888.0,3845.7,3816.59,42.30000000000018,71.40999999999985,3838.853015873016,3812.949603174603,77039.9,,,1.0,-293.0,1.0,13710.0,0.01844428626731103,0.4606297427690013,0.1597,0.07343941248470019,0.6613
20250213,3910.0,3914.6,3940.2,3901.0,162824.0,2666.0,82808.0,1.0,-1.0,0.0,-685.0,2.0,-1.0,18339.0,-3658.0,3901.68,3857.62,3823.03,44.0600000000004,78.65000000000009,3848.150634920635,3817.107428571428,77873.2,,,0.0,-685.0,1.0,14681.0,0.016373507591018525,0.4856965455244136,0.1388,0.0,0.6935
20250214,3944.4,3912.8,3948.6,3904.4,160292.0,-2532.0,79613.0,1.0,0.0,0.0,-209.0,2.0,-1.0,19055.0,-3597.0,3911.0,3872.2,3831.64,38.80000000000018,79.35999999999967,3858.709999999999,3822.542952380952,75124.3,,,1.0,-209.0,1.0,15458.0,-0.01579617198612532,0.5052147655135782,0.1381,0.0,0.8871
20250217,3948.2,3958.0,3964.0,3916.0,161747.0,1455.0,75930.0,1.0,0.0,0.0,-389.0,2.0,-1.0,17983.0,-3678.0,3920.84,3882.639999999999,3842.65,38.20000000000073,78.19000000000005,3869.70238095238,3829.074158730159,74364.4,,,1.0,-389.0,1.0,14305.0,0.008995530056198879,0.4861247264225308,0.1384,0.00308324768756418,0.7097
20250218,3918.2,3940.0,3965.0,3900.4,163220.0,1473.0,89311.0,1.0,0.0,0.0,-439.0,2.0,-1.0,18909.0,-4217.0,3927.84,3894.96,3852.36,32.88000000000011,75.48000000000047,3877.351428571428,3836.455777777777,76954.9,,,1.0,-439.0,1.0,14692.0,0.009024629334640363,0.5221743925233501,0.1507,0.12949640287769784,0.6613
20250219,3939.4,3914.0,3949.6,3907.4,164340.0,1120.0,81144.0,1.0,0.0,331.0,0.0,2.0,-1.0,18825.0,-3731.0,3932.04,3910.02,3858.49,22.01999999999953,73.54999999999973,3885.222063492064,3844.729031746032,78479.1,,,1.0,331.0,1.0,15094.0,0.006815139345259827,0.4957181655008327,0.1358,0.0,0.6129
20250220,3926.8,3931.0,3939.4,3913.2,160226.0,-4114.0,73119.0,2.0,0.0,653.0,-94.0,2.0,-1.0,19114.0,-3621.0,3935.4,3918.54,3865.1,16.86000000000013,70.30000000000018,3891.759682539683,3853.428111111111,78293.2,,,2.0,559.0,1.0,15493.0,-0.025676232321845394,0.4614423510775061,0.1343,0.0,0.629
20250221,3981.6,3936.2,3988.4,3925.8,176088.0,15862.0,106233.0,1.0,0.0,106.0,0.0,2.0,-1.0,19411.0,-3710.0,3942.84,3926.92,3874.57,15.92000000000053,68.27000000000044,3901.323968253968,3862.293999999999,78168.5,127479.6,,1.0,106.0,1.0,15701.0,0.09007996001999001,0.4349942377409639,0.1343,0.0,0.6452
20250224,3967.2,3978.0,3995.8,3946.0,163065.0,-13023.0,90206.0,1.0,0.0,0.0,-49.0,2.0,-1.0,20057.0,-5059.0,3946.64,3933.74,3882.57,12.90000000000009,64.07000000000062,3910.386666666666,3871.125873015872,80788.3,,0.17917,1.0,-49.0,1.0,14998.0,-0.07986385797074787,0.5125212111543799,0.1558,0.23344191096634087,0.6452
20250225,3928.6,3930.0,3956.6,3913.0,160826.0,-2239.0,83453.0,1.0,0.0,137.0,0.0,2.0,-1.0,18445.0,-4806.0,3948.72,3938.28,3887.65,10.4399999999996,61.06999999999971,3915.16253968254,3879.662238095238,83670.8,,,1.0,137.0,1.0,13639.0,-0.013921878303259423,0.5106984616361265,0.1548,0.22258414766558082,0.5968
20250226,3957.2,3935.6,3961.0,3922.6,156688.0,-4138.0,88376.0,1.0,0.0,0.0,-59.0,2.0,-1.0,18258.0,-4134.0,3952.28,3942.16,3893.929999999999,10.11999999999989,58.35000000000036,3921.207460317461,3887.897682539682,85019.3,,0.182735,1.0,-59.0,1.0,14124.0,-0.026409169815174105,0.5257507261311918,0.1589,0.26710097719869724,0.5645
20250227,3973.6,3957.0,3975.0,3931.0,156589.0,-99.0,94347.0,1.0,0.0,0.0,-410.0,2.0,-1.0,17851.0,-4393.0,3961.64,3948.52,3903.070000000001,13.11999999999989,58.56999999999971,3927.755238095238,3895.858142857143,86173.2,,0.184345,1.0,-410.0,1.0,13458.0,-0.0006322283174424768,0.5863785360675636,0.1603,0.28230184581976114,0.5323
20250228,3899.8,3955.0,3970.0,3887.4,157983.0,1394.0,104257.0,1.0,-1.0,0.0,-1555.0,2.0,-1.0,18722.0,-4840.0,3945.28,3944.06,3908.13,1.2199999999998,37.14999999999964,3929.44746031746,3902.931888888889,88637.6,,0.19159,0.0,-1555.0,1.0,13882.0,0.008823734199249287,0.5956224494093191,0.1666,0.3507057546145494,0.5323
20250303,3886.6,3908.0,3935.0,3871.8,153150.0,-4833.0,93136.0,1.0,-1.0,0.0,-1227.0,2.0,-1.0,18864.0,-4617.0,3929.16,3937.9,3910.27,-8.740000000000236,18.89000000000033,3928.628730158731,3908.824523809524,90358.2,,,0.0,-1227.0,1.0,14247.0,-0.03155729676787463,0.5561303209511824,0.1465,0.13246471226927242,0.5323
20250304,3882.2,3870.0,3891.0,3858.8,144648.0,-8502.0,72633.0,1.0,-1.0,0.0,-1291.0,2.0,-1.0,18693.0,-4105.0,3919.88,3934.3,3914.63,-14.42000000000007,5.250000000000455,3925.608888888889,3913.650269841271,88690.4,,,0.0,-1291.0,1.0,14588.0,-0.0587771694043471,0.5602424857373721,0.1432,0.0966340933767643,0.5484
20250305,3894.6,3885.0,3903.0,3871.4,142442.0,-2206.0,71493.0,1.0,-1.0,0.0,-1564.0,2.0,-1.0,21092.0,-3124.0,3907.36,3929.82,3919.92,-22.46000000000004,-12.55999999999995,3923.332539682539,3917.461317460317,87725.3,,,0.0,-1564.0,1.0,17968.0,-0.015487005237219359,0.6068524668131733,0.1411,0.07383279044516831,0.5161
20250306,3954.2,3917.6,3969.0,3916.0,144572.0,2130.0,95177.0,1.0,0.0,0.0,-1349.0,2.0,-1.0,19526.0,-3214.0,3903.48,3932.56,3925.55,-29.07999999999947,-22.06999999999971,3925.766190476191,3920.861968253968,89931.1,,,1.0,-1349.0,1.0,16312.0,0.014733143347259498,0.5515980077590967,0.147,0.13789359391965245,0.5161
20250307,3943.8,3945.2,3964.8,3933.0,132487.0,-12085.0,65169.0,1.0,-1.0,0.0,-1418.0,2.0,-1.0,19008.0,-2930.0,3912.28,3928.78,3927.85,-16.50000000000045,-15.57000000000016,3928.126666666667,3923.542238095238,85824.7,,,0.0,-1418.0,1.0,16078.0,-0.09121649671288504,0.5618184010753482,0.1354,0.01194353963083594,0.5323
20250310,3917.8,3943.2,3945.8,3896.6,130053.0,-2434.0,76002.0,1.0,0.0,0.0,-1045.0,2.0,-1.0,18389.0,-2806.0,3918.52,3923.84,3928.79,-5.319999999999709,-10.26999999999953,3927.976349206349,3925.301206349207,84404.3,,,1.0,-1045.0,1.0,15583.0,-0.01871544677938994,0.5809949938842353,0.1309,0.0,0.5484
20250311,3930.0,3884.4,3930.0,3882.2,123314.0,-6739.0,70169.0,1.0,-1.0,0.0,-2141.0,2.0,-1.0,18161.0,-3004.0,3928.08,3923.98,3931.13,4.099999999999909,-3.049999999999727,3926.606984126984,3926.445650793651,83075.9,,,0.0,-2141.0,1.0,15157.0,-0.05464910715733818,0.6307161239207306,0.1365,0.058638743455497605,0.7903
20250312,3923.2,3936.0,3950.8,3911.6,123274.0,-40.0,72770.0,1.0,-1.0,0.0,-1921.0,2.0,-1.0,17805.0,-3700.0,3933.8,3920.58,3931.37,13.2199999999998,2.430000000000291,3926.574603174603,3926.982365079365,81515.3,,,0.0,-1921.0,1.0,14105.0,-0.00032448042571831855,0.6489088848277199,0.1403,0.09842931937172796,0.7581
20250313,3904.8,3924.0,3935.0,3885.8,116309.0,-6965.0,76944.0,1.0,-1.0,0.0,-1969.0,2.0,-1.0,17008.0,-3684.0,3923.920000000001,3913.7,3931.11,10.22000000000071,-7.189999999999145,3924.624126984125,3926.669253968254,79775.0,,,0.0,-1969.0,1.0,13324.0,-0.05988358596497262,0.6329552734233167,0.1391,0.08586387434554987,0.7419
20250314,4012.8,3913.0,4020.0,3910.4,124275.0,7966.0,121547.0,1.0,0.0,0.0,-986.0,2.0,-1.0,19804.0,-2569.0,3937.72,3925.0,3934.53,12.7199999999998,3.1899999999996,3929.470000000001,3926.671507936508,81504.0,145856.4,0.20861,1.0,-986.0,1.0,17235.0,0.06409977871655602,0.5738845334990794,0.1814,0.5287958115183248,0.7742
20250317,3996.0,4022.0,4028.0,3991.0,97164.0,-27111.0,79845.0,1.0,-1.0,0.0,-2373.0,2.0,-1.0,18989.0,-2579.0,3953.36,3935.94,3936.920000000001,17.41999999999962,16.43999999999915,3936.568095238094,3927.465444444445,80174.9,,,0.0,-2373.0,1.0,16410.0,-0.27902309497344696,0.5509377240397982,0.1508,0.2756232686980609,0.7581
20250318,4005.6,4015.0,4019.8,3996.2,82016.0,-15148.0,65841.0,1.0,-1.0,0.0,-2353.0,3.0,-1.0,20495.0,-2375.0,3968.48,3948.28,3941.29,20.20000000000073,27.19000000000051,3943.405555555556,3929.24511111111,79495.7,,,0.0,-2353.0,2.0,18120.0,-0.18469566913772922,0.5949894398681606,0.1485,0.24376731301939059,0.7742
20250319,4013.2,3999.0,4026.0,3988.0,63335.0,-18681.0,63030.0,0.0,-1.0,0.0,-3272.0,3.0,-1.0,20354.0,-2636.0,3986.48,3960.14,3944.98,26.34000000000015,41.50000000000091,3950.095714285714,3931.921428571428,78649.4,,,-1.0,-3272.0,2.0,17718.0,-0.2949553959106339,0.6055067668819625,0.1583,0.3795013850415513,0.7419
20250320,3977.6,4014.2,4014.2,3972.0,40795.0,-22540.0,50435.0,1.0,0.0,0.0,-463.0,2.0,-1.0,19633.0,-3630.0,4001.04,3962.48,3947.52,38.55999999999949,53.52000000000044,3954.276190476191,3934.772428571428,74175.2,,,1.0,-463.0,1.0,16003.0,-0.5525186910160559,0.6026170280097529,0.1579,0.37396121883656536,0.7581
20250321,3882.8,3950.0,3960.2,3871.8,158782.0,117987.0,67356.0,1.0,-1.0,0.0,-2714.0,2.0,-1.0,17196.0,-4300.0,3975.04,3956.38,3942.58,18.65999999999985,32.45999999999958,3950.548888888889,3937.014650793651,74393.9,,,0.0,-2714.0,1.0,12896.0,0.7430754115705811,0.7001949839313321,0.1579,0.37396121883656536,0.7581
20250324,3900.2,3885.2,3907.2,3878.6,151921.0,-6861.0,51229.0,1.0,0.0,0.0,-650.0,2.0,-1.0,17285.0,-4689.0,3955.88,3954.62,3939.23,1.259999999999764,16.64999999999918,3946.223174603174,3938.839333333333,71916.6,,,1.0,-650.0,1.0,12596.0,-0.04516163005772737,0.5954744536298346,0.1387,0.10803324099722991,0.8226
20250325,3904.4,3901.0,3913.2,3890.6,152230.0,309.0,45405.0,0.0,-1.0,0.0,-2857.0,2.0,-1.0,18349.0,-4587.0,3935.64,3952.06,3938.02,-16.41999999999962,-2.3799999999992,3942.511904761905,3940.429825396825,69440.2,,,-1.0,-2857.0,1.0,13762.0,0.002029823293700322,0.6237409213526772,0.1347,0.05263157894736838,0.8548
20250326,3891.8,3902.0,3918.6,3888.8,154083.0,1853.0,45817.0,1.0,0.0,0.0,-839.0,2.0,-1.0,16675.0,-4892.0,3911.36,3948.92,3934.75,-37.55999999999995,-23.39000000000033,3938.687301587302,3941.641095238095,66744.9,,,1.0,-839.0,1.0,11783.0,0.012025985994561372,0.6223940422250676,0.1341,0.0443213296398893,0.8871
20250327,3904.6,3890.0,3931.6,3873.4,156732.0,2649.0,56873.0,0.0,-1.0,0.0,-2849.0,2.0,-1.0,17166.0,-4900.0,3896.76,3948.9,3931.3,-52.14000000000033,-34.54000000000042,3935.766349206349,3942.755317460318,64737.8,,,-1.0,-2849.0,1.0,12266.0,0.016901462368884464,0.6339614051245532,0.1335,0.036011080332410225,0.8871
20250328,3884.0,3906.4,3909.8,3875.2,152667.0,-4065.0,51648.0,1.0,0.0,0.0,-540.0,2.0,-1.0,16392.0,-5007.0,3897.0,3936.02,3930.51,-39.02000000000044,-33.50999999999976,3931.708253968254,3942.979142857143,57747.9,,,1.0,-540.0,1.0,11385.0,-0.026626579417948867,0.6150117137453398,0.1374,0.09002770083102499,0.871
20250331,3858.6,3877.2,3902.0,3833.8,159056.0,6389.0,64968.0,1.0,0.0,0.0,-544.0,2.0,-1.0,17915.0,-4788.0,3888.68,3922.28,3929.11,-33.59999999999991,-40.42999999999938,3925.41380952381,3941.863714285714,56260.2,,0.16054,1.0,-544.0,1.0,13127.0,0.040168242631526005,0.6276577014890418,0.1396,0.12049861495844891,0.8871
20250401,3859.6,3866.0,3879.6,3853.4,150013.0,-9043.0,40892.0,1.0,0.0,0.0,-352.0,2.0,-1.0,17565.0,-4624.0,3879.72,3907.68,3927.98,-27.96000000000049,-48.26000000000067,3918.968412698412,3939.420000000001,53765.3,,,1.0,-352.0,1.0,12941.0,-0.06028144227500283,0.6224113308373164,0.138,0.09833795013850445,0.7742
20250402,3857.6,3859.6,3876.0,3850.4,151868.0,1855.0,37515.0,1.0,0.0,0.0,-496.0,2.0,-1.0,17787.0,-4513.0,3872.88,3892.12,3926.13,-19.23999999999978,-53.25,3912.243968253967,3935.634825396825,51213.8,,0.161805,1.0,-496.0,1.0,13274.0,0.012214554744910053,0.610604311562106,0.1407,0.13573407202216067,0.7742
20250403,3837.0,3824.0,3864.0,3820.2,160981.0,9113.0,62929.0,1.0,0.0,0.0,-516.0,2.0,-1.0,16428.0,-4803.0,3859.36,3878.06,3920.27,-18.70000000000027,-60.91000000000076,3903.892857142857,3930.596492063492,52463.2,,0.16583,1.0,-516.0,1.0,11625.0,0.056609165056745826,0.6156840159796273,0.1442,0.18421052631578952,0.9032
20250407,3452.6,3683.4,3729.2,3452.6,164375.0,3394.0,149826.0,1.0,0.0,0.0,-574.0,3.0,-1.0,20869.0,-1230.0,3773.08,3835.04,3895.71,-61.95999999999913,-122.6299999999997,3867.409841269841,3922.282587301587,60710.2,179791.2,0.5133599999999999,1.0,-574.0,2.0,19639.0,0.020647908745247148,0.6741501446452828,0.4464,1.0,0.8871
20250408,3543.8,3482.6,3560.0,3470.0,153665.0,-10710.0,123769.0,1.0,-1.0,0.0,-2816.0,3.0,0.0,20169.0,-414.0,3710.12,3799.4,3877.01,-89.2800000000002,-166.8899999999999,3831.437777777777,3910.804047619047,67964.2,148522.8,,0.0,-2816.0,3.0,19755.0,-0.0696970682979208,0.961013046239468,0.2942,0.5175911251980984,0.871
20250409,3614.0,3499.6,3634.4,3489.0,150590.0,-3075.0,115307.0,1.0,-1.0,0.0,-1255.0,3.0,0.0,19327.0,-1129.0,3661.0,3770.36,3861.21,-109.3599999999997,-200.21,3802.421428571428,3896.795,74954.4,138368.4,,0.0,-1255.0,3.0,18198.0,-0.020419682581844744,0.8231452572557897,0.2535,0.3885895404120444,0.8548
20250410,3673.0,3678.4,3713.4,3655.0,141689.0,-8901.0,83748.0,1.0,0.0,0.0,-1074.0,3.0,-1.0,20789.0,-1499.0,3624.08,3748.48,3848.7,-124.4000000000001,-224.6199999999994,3784.803174603174,3881.406587301587,78747.5,,,1.0,-1074.0,2.0,19290.0,-0.06282068473911172,0.7974855192554655,0.2066,0.23993660855784474,0.8387
20250411,3686.6,3678.2,3709.0,3650.2,139942.0,-1747.0,69617.0,1.0,0.0,0.0,-914.0,3.0,-1.0,20546.0,-1219.0,3594.0,3726.679999999999,3837.79,-132.6799999999994,-243.79,3768.302857142857,3864.660238095238,80021.9,,,1.0,-914.0,2.0,19327.0,-0.012483743265066957,0.8405575558966211,0.1999,0.2187004754358162,0.8065
20250414,3694.8,3706.2,3717.0,3694.0,135018.0,-4924.0,45569.0,1.0,0.0,0.0,-956.0,3.0,-1.0,21416.0,-1954.0,3642.44,3707.76,3821.889999999999,-65.31999999999971,-179.4499999999994,3755.180952380952,3847.007507936507,79414.0,,,1.0,-956.0,2.0,19462.0,-0.03646921151253907,0.906837121041453,0.1554,0.07765451664025363,0.7742
20250415,3690.4,3692.0,3698.0,3675.4,137582.0,2564.0,44540.0,1.0,0.0,0.0,-787.0,3.0,-1.0,20935.0,-1725.0,3671.76,3690.94,3806.61,-19.18000000000029,-134.8499999999999,3742.244126984127,3828.69053968254,77371.2,,,1.0,-787.0,2.0,19210.0,0.018636158799843004,0.9484756382826082,0.1513,0.06465927099841522,0.7419
20250416,3690.8,3691.2,3697.8,3652.6,141540.0,3958.0,58241.0,1.0,-1.0,0.0,-973.0,3.0,-1.0,20571.0,-1068.0,3687.12,3674.06,3790.87,13.05999999999995,-103.7500000000005,3730.359682539682,3809.829666666666,79106.1,,,0.0,-973.0,2.0,19503.0,0.027963826480146954,1.0780316542504491,0.1591,0.08938193343898575,0.7903
20250417,3710.6,3680.0,3725.0,3678.2,141593.0,53.0,55799.0,1.0,-1.0,0.0,-800.0,3.0,-1.0,19133.0,-1711.0,3694.64,3659.36,3775.74,35.28000000000065,-81.09999999999991,3721.700634920636,3790.775333333333,80934.5,,,0.0,-800.0,2.0,17422.0,0.0003743122894493372,0.9719936303699188,0.1673,0.11537242472266249,0.7581
20250418,3708.8,3706.4,3723.4,3694.6,139841.0,-1752.0,45646.0,1.0,0.0,0.0,-283.0,3.0,-1.0,16784.0,-1920.0,3699.08,3646.54,3762.3,52.54000000000042,-63.2199999999998,3715.273968253969,3771.913444444444,79206.2,,,1.0,-283.0,2.0,14864.0,-0.012528514527213049,0.9848873099636474,0.1673,0.11537242472266249,0.7097
20250421,3733.2,3708.2,3745.2,3705.4,139536.0,-305.0,44191.0,1.0,0.0,0.0,-177.0,2.0,-1.0,16527.0,-2524.0,3706.76,3674.6,3754.82,32.15999999999985,-48.05999999999995,3711.23380952381,3756.295841269842,68642.7,,,1.0,-177.0,1.0,14003.0,-0.0021858158468065587,0.8899050132463137,0.1579,0.08557844690966727,0.6935
20250422,3733.0,3733.2,3750.0,3731.4,136331.0,-3205.0,37955.0,1.0,0.0,0.0,-617.0,2.0,-1.0,17063.0,-1750.0,3715.28,3693.52,3746.46,21.76000000000067,-31.17999999999984,3709.189523809525,3744.071015873017,60061.3,,,1.0,-617.0,1.0,15313.0,-0.02350895981104811,0.9711952482178784,0.1573,0.08367670364500794,0.6935
20250423,3734.0,3753.8,3768.0,3727.8,137093.0,762.0,48170.0,1.0,0.0,0.0,-571.0,3.0,-1.0,18026.0,-1181.0,3723.92,3705.52,3737.94,18.40000000000009,-14.02000000000044,3708.655396825397,3734.694412698413,53347.6,,,1.0,-571.0,2.0,16845.0,0.005558270662980604,1.0098724136131572,0.1568,0.08209191759112522,0.7258
20250424,3736.8,3736.2,3759.8,3720.6,136827.0,-266.0,48747.0,1.0,-1.0,0.0,-716.0,3.0,-1.0,18285.0,-817.0,3729.160000000001,3711.9,3730.19,17.26000000000067,-1.029999999999291,3708.389206349206,3727.053015873017,49847.5,,,0.0,-716.0,2.0,17468.0,-0.0019440607482441332,1.0173320638123569,0.1571,0.08304278922345483,0.7903
20250425,3739.2,3745.0,3760.0,3730.2,136227.0,-600.0,47168.0,1.0,-1.0,0.0,-506.0,2.0,-1.0,17179.0,-1634.0,3735.24,3717.16,3721.92,18.08000000000038,13.32000000000062,3709.409047619047,3721.163634920636,47602.6,,0.181815,0.0,-506.0,1.0,15545.0,-0.004404413222048493,1.0378978598774915,0.1581,0.08621236133122029,0.8065
20250428,3730.6,3737.0,3741.0,3716.8,134340.0,-1887.0,38102.0,1.0,0.0,0.0,-444.0,3.0,-1.0,17018.0,-722.0,3734.72,3720.74,3714.25,13.97999999999956,20.4699999999998,3710.136666666666,3716.659206349207,46855.9,,,1.0,-444.0,2.0,16296.0,-0.014046449307726664,1.0269034650974058,0.156,0.07955625990491287,0.8226
20250429,3724.8,3729.0,3739.0,3715.4,134140.0,-200.0,37569.0,1.0,0.0,0.0,-211.0,3.0,-1.0,16862.0,-1668.0,3733.079999999999,3724.179999999999,3707.56,8.900000000000091,25.51999999999907,3710.981746031746,3713.532968253968,46158.8,,0.188255,1.0,-211.0,2.0,15194.0,-0.001490979573579842,1.0047478222802209,0.1637,0.10396196513470689,0.8065
20250430,3716.2,3725.8,3748.0,3715.6,136357.0,2217.0,42386.0,1.0,0.0,0.0,-105.0,2.0,-1.0,16917.0,-1938.0,3729.52,3726.72,3700.39,2.799999999999272,29.1299999999992,3712.292380952381,3711.726238095239,44573.3,,0.1978,1.0,-105.0,1.0,14979.0,0.016258791261174712,1.0245762195812884,0.172,0.13026941362916006,0.8065
20250506,3766.2,3734.0,3772.0,3733.2,138953.0,2596.0,47831.0,1.0,0.0,60.0,0.0,2.0,-1.0,17801.0,-2150.0,3735.4,3732.28,3695.82,3.119999999999891,39.58000000000038,3717.530317460318,3711.309206349207,43776.5,,,1.0,60.0,1.0,15651.0,0.018682576122861685,1.0262918962826924,0.1332,0.007290015847860615,0.9355
20250507,3785.0,3820.0,3835.0,3770.2,141994.0,3041.0,56105.0,1.0,0.0,0.0,-315.0,2.0,-1.0,16710.0,-2196.0,3744.56,3739.9,3693.22,4.659999999999854,51.34000000000015,3728.327777777778,3712.614587301588,44822.4,67326.0,,1.0,-315.0,1.0,14514.0,0.02141639787596659,1.078095678862149,0.1266,0.0,0.9355
20250508,3816.0,3778.0,3836.2,3775.6,146021.0,4027.0,58985.0,1.0,0.0,0.0,-457.0,2.0,-1.0,16953.0,-1640.0,3761.64,3748.18,3711.39,13.46000000000004,50.25,3737.551587301587,3715.246365079364,46301.8,70782.0,,1.0,-457.0,1.0,15313.0,0.0275782250498216,1.0610246388750326,0.1235,0.0,0.8065
20250509,3808.6,3813.2,3815.2,3793.4,138820.0,-7201.0,39940.0,1.0,0.0,0.0,-754.0,2.0,-1.0,16786.0,-1811.0,3778.4,3755.74,3724.63,22.65999999999985,53.76999999999998,3746.694761904761,3718.996888888888,46500.3,,,1.0,-754.0,1.0,14975.0,-0.051872928972770495,1.1708495600308642,0.125,0.004645401052957576,0.7903
20250512,3853.0,3830.6,3858.8,3822.0,152926.0,14106.0,61843.0,1.0,-1.0,0.0,-566.0,2.0,-1.0,15607.0,-3101.0,3805.76,3767.64,3736.58,38.11999999999944,69.17999999999938,3758.117777777778,3723.943126984127,47867.6,74211.59999999999,0.166405,0.0,-566.0,1.0,12506.0,0.09224069157631795,1.1747143903115285,0.1447,0.065655001548467,0.7903
20250513,3851.0,3868.0,3872.0,3842.0,143968.0,-8958.0,45698.0,1.0,0.0,0.0,-680.0,2.0,-1.0,16495.0,-2642.0,3822.72,3779.06,3745.48,43.65999999999985,77.23999999999933,3769.966031746033,3730.100809523809,47562.7,,,1.0,-680.0,1.0,13853.0,-0.06222216048010669,1.2745839473577574,0.1,0.0,0.7742
20250514,3907.4,3852.0,3933.2,3851.2,164602.0,20634.0,81957.0,1.0,-1.0,0.0,-960.0,2.0,-1.0,15933.0,-2478.0,3847.2,3795.88,3756.52,51.31999999999971,90.68000000000029,3784.00507936508,3737.560412698412,51041.6,98348.4,,0.0,-960.0,1.0,13455.0,0.12535692154408817,1.1937304151942087,0.1334,0.09642032332563505,0.7742
20250515,3872.8,3896.4,3905.8,3863.4,153318.0,-11284.0,59965.0,1.0,-1.0,0.0,-1165.0,2.0,-1.0,15674.0,-2515.0,3858.56,3810.1,3765.420000000001,48.46000000000004,93.13999999999942,3796.05126984127,3746.151873015873,53227.9,,,0.0,-1165.0,1.0,13159.0,-0.07359866421424752,1.18180641667334,0.1172,0.04965357967667434,0.7581
20250516,3846.0,3868.0,3876.8,3838.4,154933.0,1615.0,55823.0,1.0,-1.0,0.0,-903.0,2.0,-1.0,14477.0,-2263.0,3866.04,3822.22,3773.2,43.81999999999971,92.84000000000015,3804.486190476191,3755.502317460318,55053.3,,,0.0,-903.0,1.0,12214.0,0.010423860636533212,1.2606034832697277,0.1172,0.04965357967667434,0.7742
20250519,3843.2,3840.0,3848.0,3821.8,149439.0,-5494.0,48882.0,1.0,-1.0,0.0,-765.0,2.0,-1.0,14314.0,-2047.0,3864.08,3834.92,3780.82,29.16000000000076,83.26000000000067,3810.776825396825,3765.350761904762,55702.9,,,0.0,-765.0,1.0,12267.0,-0.036764164642429355,0.95966848706469,0.1292,0.08429561200923788,0.6774
20250520,3865.4,3847.0,3878.0,3839.4,150105.0,666.0,52572.0,1.0,0.0,0.0,-982.0,2.0,-1.0,13860.0,-2680.0,3866.96,3844.84,3788.56,22.12000000000035,78.40000000000055,3818.406666666666,3775.438396825396,56177.0,,,1.0,-982.0,1.0,11180.0,0.004436894174078145,0.9840172723159352,0.1323,0.09324480369515009,0.6613
20250521,3881.2,3865.4,3894.6,3863.8,146414.0,-3691.0,56306.0,1.0,-1.0,0.0,-846.0,2.0,-1.0,13282.0,-2330.0,3861.72,3854.46,3797.18,7.259999999999764,64.53999999999951,3826.872539682539,3785.292873015872,56197.1,,,0.0,-846.0,1.0,10952.0,-0.025209337904845166,1.0010040929298276,0.1309,0.08920323325635098,0.6452
20250522,3879.6,3878.0,3889.8,3864.0,143884.0,-2530.0,52835.0,1.0,0.0,0.0,-785.0,2.0,-1.0,13021.0,-1877.0,3863.08,3860.82,3804.5,2.260000000000673,58.58000000000038,3834.680952380953,3795.00580952381,55582.1,,0.155825,1.0,-785.0,1.0,11144.0,-0.017583609018375915,1.010202761648256,0.1355,0.10248267898383372,0.5968
20250523,3846.2,3875.2,3904.8,3846.0,152612.0,8728.0,78281.0,1.0,0.0,0.0,-638.0,2.0,-1.0,13896.0,-2112.0,3863.12,3864.58,3810.16,-1.460000000000491,52.96000000000004,3840.05492063492,3804.341825396825,59416.2,93937.2,0.156745,1.0,-638.0,1.0,11784.0,0.05719078447304275,0.964252350948346,0.1363,0.1047921478060046,0.4194
20250526,3831.2,3846.2,3856.8,3817.4,138782.0,-13830.0,62863.0,1.0,0.0,0.0,-609.0,2.0,-1.0,13837.0,-2533.0,3860.72,3862.4,3815.02,-1.680000000000291,45.69999999999936,3842.478412698413,3812.777888888889,59518.2,,,1.0,-609.0,1.0,11304.0,-0.09965269271231139,0.971599918571952,0.1329,0.09497690531177824,0.4032
20250527,3809.2,3828.2,3834.6,3802.0,140116.0,1334.0,54529.0,1.0,0.0,0.0,-988.0,2.0,-1.0,13352.0,-2231.0,3849.48,3858.22,3818.64,-8.740000000000236,30.83999999999924,3842.435714285714,3820.024857142857,60401.3,,,1.0,-988.0,1.0,11121.0,0.009520682862770847,0.9006405870096141,0.1357,0.10306004618937638,0.4677
20250528,3805.0,3815.0,3821.6,3800.6,129593.0,-10523.0,45973.0,1.0,-1.0,0.0,-1054.0,2.0,-1.0,14284.0,-2307.0,3834.239999999999,3847.98,3821.93,-13.74000000000024,12.30999999999904,3841.498571428571,3825.774206349206,56802.9,,,0.0,-1054.0,1.0,11977.0,-0.08120037347696249,0.9569597114877924,0.1348,0.10046189376443417,0.3548
