,收盘价,开盘价,最高价,最低价,持仓量,持仓量变动,成交量,家人多头席位数,家人空头席位数,家人多头持仓量,家人空头持仓量,机构多头席位数,机构空头席位数,机构多头持仓量,机构空头持仓量,ma5,ma10,ma20,diff5_10,diff5_20,DKX,MADKX,成交量MA10,成交量放大信号,IV上涨信号,ATRMA14,ATR60D60pct,推荐止损宽度,家人净多头席位,家人净多头持仓量,机构净多头席位,机构净多头持仓量,持仓量变幅,CB_index,IV,IV_pct,趋势横截面分位数,趋势历史分位数,CB_index历史分位数
20251218,9020.5476,9027.8547,9102.9364,9010.7158,304974.0,-5277.0,313082.0,3.0,0.0,8124.0,0.0,1.0,-1.0,750.0,-5485.0,9183.86328,9283.73019,9474.27986,-99.86691000000064,-290.416580000001,9375.697625793651,9534.569793690476,330263.6,,,1.299885885802239,1.347545059200685,2.647430945002924,3.0,8124.0,0.0,-4735.0,-0.01730311436384741,0.4833304117741482,0.1496,0.8821839080459772,0.1644,0.004,0.4208
20251219,8821.4687,9003.7764,9015.8494,8783.3551,319818.0,14844.0,476749.0,3.0,0.0,11803.0,0.0,1.0,-2.0,0.0,-6650.0,9058.1937,9213.292850000002,9429.91697,-155.0991500000018,-371.7232700000004,9318.05907452381,9499.810509706349,349688.2,572098.7999999999,0.18101,1.424539259251693,1.373751508439466,2.798290767691159,3.0,11803.0,-1.0,-6650.0,0.04641389790443315,0.4914101989086072,0.1574,1.0,0.137,0.004,0.4319
20251222,8941.7306,8825.969,8966.1007,8786.436,306705.0,-13113.0,375582.0,3.0,0.0,7535.0,0.0,0.0,-2.0,0.0,-11073.0,8990.18262,9167.67056,9393.457935,-177.4879400000009,-403.2753150000008,9266.119268730157,9462.16226863492,360960.8,,,1.50969211394344,1.385745816482433,2.895437930425873,3.0,7535.0,-2.0,-11073.0,-0.04275443830390766,0.42847999212007,0.1506,0.8233766233766234,0.0274,0.004,0.3788
20251223,8932.8075,8945.4008,8989.3736,8876.6098,311494.0,4789.0,310207.0,2.0,0.0,3432.0,0.0,0.0,-2.0,0.0,-10089.0,8947.93378,9132.7069,9354.457400000001,-184.7731199999998,-406.5236200000018,9221.434471349208,9423.426819301587,364578.9,,,1.564814590239108,1.385745816482433,2.950560406721541,2.0,3432.0,-2.0,-10089.0,0.015374292923780234,0.6281762352820957,0.1491,0.7844155844155845,0.0548,0.0053,0.501
20251224,9080.763,8945.2389,9095.9519,8888.4697,299083.0,-12411.0,389584.0,2.0,0.0,6000.0,0.0,0.0,-2.0,0.0,-7959.0,8959.46348,9112.41805,9322.12645,-152.9545699999999,-362.6629699999994,9189.327163095237,9385.164166142857,368798.4,,,1.614126022572692,1.385745816482433,2.999871839055125,2.0,6000.0,-2.0,-7959.0,-0.04149684201375538,0.855023639029878,0.1482,0.7610389610389607,0.0137,0.0067,0.5922
20251225,9093.6008,9093.7173,9133.88,9071.5968,296157.0,-2926.0,249480.0,2.0,-1.0,6162.0,-941.0,1.0,-2.0,4502.0,-6346.0,8974.074120000001,9078.968700000001,9292.21586,-104.8945800000001,-318.1417399999991,9166.82279809524,9346.986048547618,350149.9,,,1.593868954456748,1.347545059200685,2.941414013657433,1.0,5221.0,-1.0,-1844.0,-0.00987989478553605,0.9697867080312312,0.1471,0.7324675324675324,0.0137,0.008,0.6202
20251226,9170.6509,9100.9583,9206.428,9082.5573,287819.0,-8338.0,259205.0,2.0,-1.0,5956.0,-1552.0,2.0,-2.0,4757.0,-5908.0,9043.91056,9051.05213,9267.509315,-7.141569999999774,-223.5987549999991,9152.27523277778,9308.845898857144,338875.0,,,1.582821440414867,1.34673402233163,2.929555462746496,1.0,4404.0,0.0,-1151.0,-0.0289695954749339,1.059694221237537,0.1499,0.805194805194805,0.0137,0.0093,0.6363
20251229,9170.5356,9179.9319,9204.5887,9147.6589,283697.0,-4122.0,230997.0,2.0,-1.0,5245.0,-1856.0,1.0,-2.0,4299.0,-4959.0,9089.67156,9039.92709,9242.96205,49.74447000000146,-153.2904899999994,9142.555226984126,9272.399112690477,330348.9,,0.184575,1.512375458658959,1.34673402233163,2.859109480990589,1.0,3389.0,-1.0,-660.0,-0.014529586142962386,1.4860305936433018,0.1605,1.0,0.0137,0.0107,0.7084
20251230,9217.4728,9169.7464,9260.9747,9159.7687,289191.0,5494.0,263724.0,2.0,0.0,6336.0,0.0,2.0,-2.0,4387.0,-4554.0,9146.60462,9047.269199999999,9221.75425,99.33542000000125,-75.14962999999989,9138.173877857142,9239.278606,325500.0,,,1.524015452970757,1.34673402233163,2.870749475302387,2.0,6336.0,0.0,-167.0,0.018997824966890394,1.6388507699093482,0.1549,0.8653846153846155,0.0137,0.012,0.7465
20251231,9176.9026,9207.3479,9227.2988,9166.4746,285462.0,-3729.0,203654.0,2.0,0.0,5065.0,0.0,2.0,-2.0,4584.0,-4146.0,9165.83254,9062.64801,9199.4363,103.1845299999986,-33.60375999999997,9134.39241174603,9210.485715095238,307226.4,,,1.417827305256098,1.34673402233163,2.764561327587727,2.0,5065.0,0.0,438.0,-0.013063034659604431,1.4185702333888226,0.1512,0.7764423076923076,0.0137,0.0133,0.7014
