,收盘价,开盘价,最高价,最低价,持仓量,持仓量变动,成交量,家人多头席位数,家人空头席位数,家人多头持仓量,家人空头持仓量,机构多头席位数,机构空头席位数,机构多头持仓量,机构空头持仓量,ma5,ma10,ma20,diff5_10,diff5_20,DKX,MADKX,成交量MA10,成交量放大信号,IV上涨信号,ATRMA14,ATR60D60pct,推荐止损宽度,家人净多头席位,家人净多头持仓量,机构净多头席位,机构净多头持仓量,持仓量变幅,CB_index,IV,IV_pct,趋势横截面分位数,趋势历史分位数,CB_index历史分位数
20241211,8050.8899,8003.4168,8089.1282,7983.4149,123073.0,6592.0,92008.0,1.0,-1.0,1308.0,-228.0,1.0,-2.0,801.0,-2934.0,8033.615000000001,8038.26895,7945.143214999999,-4.653949999998986,88.47178500000155,7986.718997301587,7919.883743682539,101551.4,,,1.580401038982727,1.889831712872444,3.470232751855171,0.0,1080.0,-1.0,-2133.0,0.05356170727941953,0.3698265269995557,,,0.7397,0.428,0.693
20241212,8030.6683,8044.6421,8075.0148,8018.0113,114683.0,-8390.0,48102.0,2.0,0.0,1659.0,0.0,1.0,-1.0,900.0,-2395.0,8022.178260000001,8056.73827,7954.13808,-34.56000999999924,68.04018000000087,7995.723123095237,7936.19092384127,96835.7,,,1.455323920723944,1.889831712872444,3.345155633596388,2.0,1659.0,0.0,-1495.0,-0.07315818386334505,0.5966929576432712,,,0.726,0.4147,0.725
20241213,8039.0196,8060.0525,8072.272,8017.9406,111509.0,-3174.0,63791.0,1.0,-1.0,1626.0,-496.0,1.0,-1.0,1166.0,-2360.0,8015.0897,8072.42957,7962.900270000001,-57.3398700000007,52.18942999999854,8004.833073253967,7952.892318579364,94001.0,,,1.365208360819909,1.847446402420874,3.212654763240784,0.0,1130.0,0.0,-1194.0,-0.028464070164740066,0.6691714745358692,,,0.726,0.3987,0.737
20241216,7891.6584,8034.6709,8034.6709,7868.4094,126985.0,15476.0,103659.0,2.0,0.0,2140.0,0.0,0.0,-2.0,0.0,-5211.0,8000.83168,8046.118490000001,7964.93615,-45.28681000000051,35.89553000000069,8002.091550396824,7966.640090555555,80389.9,124390.8,,1.449583764553302,1.889831712872444,3.339415477425746,2.0,2140.0,-2.0,-5211.0,0.12187266212544788,0.6074740939403381,,,0.726,0.4227,0.726
20241217,7670.7872,7916.6857,7940.9738,7658.668,138295.0,11310.0,182989.0,2.0,0.0,3386.0,0.0,0.0,-2.0,0.0,-5713.0,7936.604679999999,7993.72028,7952.959999999999,-57.11560000000009,-16.35531999999967,7982.456416349209,7975.150656857142,89172.1,219586.8,,1.553735705139667,1.906291194293332,3.460026899432998,2.0,3386.0,-2.0,-5713.0,0.08178169854296974,0.6671334700201652,,,0.6575,0.3973,0.736
20241218,7281.5707,7632.0401,7643.0813,7250.4205,151285.0,12990.0,307273.0,3.0,0.0,6909.0,0.0,1.0,-1.0,261.0,-2736.0,7782.74084,7908.17792,7923.824589999999,-125.4370799999997,-141.0837499999989,7928.682886190476,7975.512468579365,112859.8,368727.6,,1.859655464766463,1.906291194293332,3.765946659059795,3.0,6909.0,0.0,-2475.0,0.08586442806623261,0.4052912637539954,,,0.6438,0.4227,0.698
20241219,7333.9236,7327.7331,7397.8181,7290.9894,128609.0,-22676.0,112717.0,3.0,0.0,4559.0,0.0,1.0,-1.0,793.0,-2585.0,7643.3919,7832.78508,7895.80818,-189.39318,-252.4162800000004,7871.810687777778,7968.122034230158,114427.9,,,1.903504639540376,1.889831712872444,3.79333635241282,3.0,4559.0,0.0,-1792.0,-0.1763173650366615,0.2896375510870108,,,0.6712,0.4013,0.671
20241220,7381.9118,7339.8452,7385.902,7098.8621,147626.0,19017.0,293482.0,2.0,0.0,2749.0,0.0,0.0,-2.0,0.0,-2512.0,7511.97034,7763.53002,7872.18278,-251.5596800000003,-360.2124400000002,7817.042484047619,7953.587605023809,139177.4,352178.4,,1.899430591718349,1.906291194293332,3.805721786011681,2.0,2749.0,-2.0,-2512.0,0.1288187717610719,0.109270742414809,,,0.6575,0.4227,0.618
20241223,7082.2325,7354.8244,7354.8244,7075.2327,141760.0,-5866.0,261604.0,3.0,0.0,7683.0,0.0,0.0,-2.0,0.0,-3070.0,7350.08516,7675.45842,7835.255875,-325.3732600000003,-485.1707150000002,7749.672114999999,7931.568201119048,152969.0,313924.8,0.265075,2.113557291158135,1.927240659129983,4.040797950288118,3.0,7683.0,-2.0,-3070.0,-0.04137979683972912,-1.3019619872670072,,,0.6301,0.3747,0.174
20241224,7085.8964,7038.5977,7149.9533,7017.849,133240.0,-8520.0,171769.0,3.0,-1.0,5560.0,-1554.0,0.0,-2.0,0.0,-3325.0,7233.107000000001,7584.855839999999,7801.114929999999,-351.7488399999984,-568.0079299999979,7676.236447301587,7901.526778071428,163739.4,,,2.17194641928252,1.927240659129983,4.099187078412503,2.0,4006.0,-2.0,-3325.0,-0.06394476133293306,-1.7786975795487423,0.2181,,0.5753,0.344,0.132
